Datetime,AHU: Supply Air Temperature,AHU: Supply Air Temperature Set Point,AHU: Outdoor Air Temperature,Zone Air Temperature,AHU: Mixed Air Temperature,AHU: Return Air Temperature,AHU: Cooling Coil Valve Control Signal,Occupancy Mode Indicator
1/19/2009 10:32,64.94,65,10.55,71.87,49.57,71.87,0,1
1/19/2009 10:33,65.8,65,10.62,71.97,49.57,71.97,0,1
1/19/2009 10:34,66.45,65,10.61,72.08,49.57,72.08,0,1
1/19/2009 10:35,67.1,65,10.46,72.18,49.46,72.18,0,1
1/19/2009 10:36,67.31,65,10.33,72.5,49.57,72.5,0,1
1/19/2009 10:37,67.1,65,10.33,72.39,49.67,72.39,0,1
1/19/2009 10:38,65.7,65,10.45,72.29,49.46,72.29,0,1
1/19/2009 10:39,63.65,65,10.31,72.39,49.57,72.39,0,1
1/19/2009 10:40,61.61,65,10.26,72.08,49.46,72.08,0,1
1/19/2009 10:41,61.93,65,10.16,71.97,49.57,71.97,0,1
1/19/2009 10:42,63.22,65,10.07,71.97,49.46,71.97,0,1
1/19/2009 10:43,64.4,65,10.13,71.97,49.35,71.97,0,1
1/19/2009 10:44,65.37,65,10.1,72.08,49.57,72.08,0,1
1/19/2009 10:45,66.02,65,10.03,72.18,49.46,72.18,0,1
1/19/2009 10:46,66.66,65,9.86,72.29,49.46,72.29,0,1
1/19/2009 10:47,66.99,65,9.73,72.29,49.25,72.29,0,1
1/19/2009 10:48,67.31,65,9.85,72.39,49.25,72.39,0,1
1/19/2009 10:49,66.88,65,9.73,72.39,49.25,72.39,0,1
1/19/2009 10:50,65.37,65,9.84,72.39,49.25,72.39,0,1
1/19/2009 10:51,63.44,65,9.77,72.29,49.25,72.29,0,1
1/19/2009 10:52,62.25,65,9.76,72.18,49.25,72.18,0,1
1/19/2009 10:53,62.14,65,9.88,71.97,49.14,71.97,0,1
1/19/2009 10:54,63.33,65,9.93,71.87,49.14,71.87,0,1
1/19/2009 10:55,64.4,65,9.85,71.97,49.25,71.97,0,1
1/19/2009 10:56,65.27,65,9.83,72.29,49.35,72.29,0,1
1/19/2009 10:57,66.02,65,9.88,72.18,49.35,72.18,0,1
1/19/2009 10:58,66.66,65,9.72,72.39,49.78,72.39,0,1
1/19/2009 10:59,67.1,65,9.46,72.29,49.88,72.29,0,1
1/19/2009 11:00,67.42,65,9.29,72.29,49.67,72.29,0,1
1/19/2009 11:01,66.88,65,9.24,72.5,49.78,72.5,0,1
1/19/2009 11:02,64.94,65,9.13,72.29,49.46,72.29,0,1
1/19/2009 11:03,62.57,65,9.24,72.18,49.35,72.18,0,1
1/19/2009 11:04,61.71,65,9.21,71.97,49.46,71.97,0,1
1/19/2009 11:05,62.57,65,8.93,72.08,49.46,72.08,0,1
1/19/2009 11:06,63.76,65,8.85,71.87,49.25,71.87,0,1
1/19/2009 11:07,64.73,65,8.73,72.29,49.25,72.29,0,1
1/19/2009 11:08,65.48,65,8.64,72.08,48.82,72.08,0,1
1/19/2009 11:09,66.13,65,8.63,72.18,48.82,72.18,0,1
1/19/2009 11:10,66.56,65,8.77,72.29,48.93,72.29,0,1
1/19/2009 11:11,67.1,65,8.68,72.29,49.04,72.29,0,1
1/19/2009 11:12,67.1,65,8.61,72.5,49.14,72.5,0,1
1/19/2009 11:13,66.99,65,8.74,72.39,49.04,72.39,0,1
1/19/2009 11:14,65.91,65,8.76,72.39,48.82,72.39,0,1
1/19/2009 11:15,64.08,65,8.7,72.29,48.61,72.29,0,1
1/19/2009 11:16,62.47,65,8.6,72.18,48.51,72.18,0,1
1/19/2009 11:17,61.93,65,8.64,72.08,48.29,72.08,0,1
1/19/2009 11:18,62.68,65,8.7,72.08,48.29,72.08,0,1
1/19/2009 11:19,63.76,65,8.63,71.97,48.29,71.97,0,1
1/19/2009 11:20,64.62,65,8.78,72.18,48.51,72.18,0,1
1/19/2009 11:21,65.48,65,8.63,72.18,48.61,72.18,0,1
1/19/2009 11:22,66.02,65,8.54,72.29,48.61,72.29,0,1
1/19/2009 11:23,66.66,65,8.32,72.29,48.51,72.29,0,1
1/19/2009 11:24,66.56,65,8.01,72.5,48.61,72.5,0,1
1/19/2009 11:25,66.66,65,7.91,72.29,48.4,72.29,0,1
1/19/2009 11:26,66.88,65,7.91,72.29,48.4,72.29,0,1
1/19/2009 11:27,66.77,65,7.84,72.29,48.61,72.29,0,1
1/19/2009 11:28,65.91,65,7.85,72.39,48.82,72.39,0,1
1/19/2009 11:29,63.87,65,7.9,72.39,48.82,72.39,0,1
1/19/2009 11:30,61.93,65,7.89,72.29,48.61,72.29,0,1
1/19/2009 11:31,61.61,65,7.93,72.18,48.61,72.18,0,1
1/19/2009 11:32,62.68,65,7.84,72.18,48.61,72.18,0,1
1/19/2009 11:33,63.76,65,7.86,71.97,48.61,71.97,0,1
1/19/2009 11:34,64.73,65,7.84,71.97,48.72,71.97,0,1
1/19/2009 11:35,65.48,65,7.98,72.08,48.82,72.08,0,1
1/19/2009 11:36,66.02,65,8.05,72.08,48.93,72.08,0,1
1/19/2009 11:37,66.45,65,7.98,72.29,48.82,72.29,0,1
1/19/2009 11:38,66.77,65,7.56,72.39,48.93,72.39,0,1
1/19/2009 11:39,66.88,65,7.19,72.39,49.04,72.39,0,1
1/19/2009 11:40,67.2,65,7.08,72.5,49.04,72.5,0,1
1/19/2009 11:41,66.77,65,7.12,72.5,48.82,72.5,0,1
1/19/2009 11:42,65.48,65,7.06,72.39,48.29,72.39,0,1
1/19/2009 11:43,63.54,65,7.04,72.39,48.19,72.39,0,1
1/19/2009 11:44,62.25,65,7.06,72.29,48.08,72.29,0,1
1/19/2009 11:45,62.25,65,6.95,72.29,48.29,72.29,0,1
1/19/2009 11:46,62.9,65,6.82,72.08,48.29,72.08,0,1
1/19/2009 11:47,64.08,65,6.77,72.08,48.29,72.08,0,1
1/19/2009 11:48,64.84,65,6.55,72.18,48.08,72.18,0,1
1/19/2009 11:49,65.48,65,6.46,72.5,48.19,72.5,0,1
1/19/2009 11:50,65.8,65,6.36,72.39,47.98,72.39,0,1
1/19/2009 11:51,66.02,65,6.36,72.39,47.87,72.39,0,1
1/19/2009 11:52,66.23,65,6.38,72.5,47.87,72.5,0,1
1/19/2009 11:53,66.34,65,6.46,72.39,47.98,72.39,0,1
1/19/2009 11:54,66.34,65,6.58,72.5,47.87,72.5,0,1
1/19/2009 11:55,66.45,65,6.51,72.39,47.87,72.39,0,1
1/19/2009 11:56,66.56,65,6.54,72.6,47.44,72.6,0,1
1/19/2009 11:57,66.02,65,6.57,72.6,47.55,72.6,0,1
1/19/2009 11:58,64.62,65,6.6,72.5,47.66,72.5,0,1
1/19/2009 11:59,63.33,65,6.6,72.39,47.76,72.39,0,1
1/19/2009 12:00,62.79,65,6.57,72.39,47.66,72.39,0,1
1/19/2009 12:01,62.9,65,6.38,72.18,47.44,72.18,0,1
1/19/2009 12:02,63.76,65,6.28,72.29,47.66,72.29,0,1
1/19/2009 12:03,64.3,65,6.27,72.29,47.87,72.29,0,1
1/19/2009 12:04,64.94,65,6.27,72.39,47.87,72.39,0,1
1/19/2009 12:05,65.48,65,6.31,72.5,47.87,72.5,0,1
1/19/2009 12:06,65.8,65,6.24,72.5,47.87,72.5,0,1
1/19/2009 12:07,65.91,65,6.09,72.6,47.87,72.6,0,1
1/19/2009 12:08,66.02,65,6.16,72.6,47.76,72.6,0,1
1/19/2009 12:09,66.13,65,6.08,72.6,47.87,72.6,0,1
1/19/2009 12:10,66.23,65,5.84,72.6,47.55,72.6,0,1
1/19/2009 12:11,66.34,65,5.63,72.71,47.55,72.71,0,1
1/19/2009 12:12,66.02,65,5.63,72.71,47.55,72.71,0,1
1/19/2009 12:13,64.84,65,5.5,72.71,47.23,72.71,0,1
1/19/2009 12:14,63.87,65,5.41,72.6,47.34,72.6,0,1
1/19/2009 12:15,63.54,65,5.37,72.5,47.34,72.5,0,1
1/19/2009 12:16,63.54,65,5.24,72.5,47.55,72.5,0,1
1/19/2009 12:17,63.87,65,5.14,72.5,47.55,72.5,0,1
1/19/2009 12:18,64.4,65,5.1,72.39,47.44,72.39,0,1
1/19/2009 12:19,64.94,65,5.06,72.39,47.34,72.39,0,1
1/19/2009 12:20,65.37,65,4.94,72.5,47.34,72.5,0,1
1/19/2009 12:21,65.37,65,4.94,72.6,47.23,72.6,0,1
1/19/2009 12:22,65.7,65,5.07,72.5,47.55,72.5,0,1
1/19/2009 12:23,65.8,65,5.07,72.5,47.76,72.5,0,1
1/19/2009 12:24,66.02,65,5.11,72.5,47.55,72.5,0,1
1/19/2009 12:25,66.23,65,5.17,72.6,47.55,72.6,0,1
1/19/2009 12:26,66.34,65,5.09,72.6,47.34,72.6,0,1
1/19/2009 12:27,65.48,65,4.89,72.92,47.23,72.92,0,1
1/19/2009 12:28,63.54,65,4.85,72.92,47.23,72.92,0,1
1/19/2009 12:29,61.61,65,4.96,72.5,47.02,72.5,0,1
1/19/2009 12:30,61.5,65,4.99,72.29,46.91,72.29,0,1
1/19/2009 12:31,62.47,65,4.96,72.29,46.81,72.29,0,1
1/19/2009 12:32,63.01,65,4.9,72.08,46.6,72.08,0,1
1/19/2009 12:33,63.65,65,4.91,72.18,46.49,72.18,0,1
1/19/2009 12:34,64.19,65,4.96,72.29,46.81,72.29,0,1
1/19/2009 12:35,64.62,65,4.89,72.18,46.81,72.18,0,1
1/19/2009 12:36,64.94,65,4.83,72.39,46.7,72.39,0,1
1/19/2009 12:37,65.27,65,5.06,72.39,46.7,72.39,0,1
1/19/2009 12:38,65.16,65,5.09,72.39,46.81,72.39,0,1
1/19/2009 12:39,65.16,65,5.04,72.39,46.91,72.39,0,1
1/19/2009 12:40,65.27,65,5.09,72.29,47.02,72.29,0,1
1/19/2009 12:41,65.37,65,5.06,72.29,46.91,72.29,0,1
1/19/2009 12:42,65.48,65,4.93,72.39,46.6,72.39,0,1
1/19/2009 12:43,65.48,65,5.14,72.5,46.81,72.5,0,1
1/19/2009 12:44,65.48,65,5.19,72.5,47.13,72.5,0,1
1/19/2009 12:45,65.59,65,5.18,72.6,47.44,72.6,0,1
1/19/2009 12:46,65.7,65,4.94,72.5,47.98,72.5,0,1
1/19/2009 12:47,65.8,65,5,72.5,47.87,72.5,0,1
1/19/2009 12:48,65.59,65,4.96,72.5,47.34,72.5,0,1
1/19/2009 12:49,65.16,65,4.91,72.5,47.44,72.5,0,1
1/19/2009 12:50,65.05,65,4.94,72.5,48.19,72.5,0,1
1/19/2009 12:51,64.84,65,4.84,72.5,47.87,72.5,0,1
1/19/2009 12:52,64.73,65,4.77,72.39,47.87,72.39,0,1
1/19/2009 12:53,65.05,65,4.72,72.5,48.51,72.5,0,1
1/19/2009 12:54,65.59,65,4.83,72.6,48.29,72.6,0,1
1/19/2009 12:55,65.8,65,4.93,72.81,47.98,72.81,0,1
1/19/2009 12:56,65.59,65,5.09,72.6,48.08,72.6,0,1
1/19/2009 12:57,65.59,65,5.07,72.6,48.72,72.6,0,1
1/19/2009 12:58,65.48,65,4.96,72.6,48.29,72.6,0,1
1/19/2009 12:59,65.37,65,4.7,72.6,48.08,72.6,0,1
1/19/2009 13:00,65.48,65,4.65,72.5,48.82,72.5,0,1
1/19/2009 13:01,65.7,65,4.65,72.5,48.51,72.5,0,1
1/19/2009 13:02,65.59,65,4.61,72.6,48.29,72.6,0,1
1/19/2009 13:03,65.48,65,4.56,72.6,48.19,72.6,0,1
1/19/2009 13:04,65.48,65,4.4,72.6,48.51,72.6,0,1
1/19/2009 13:05,65.48,65,4.26,72.6,48.29,72.6,0,1
1/19/2009 13:06,65.16,65,4.39,72.6,48.19,72.6,0,1
1/19/2009 13:07,65.48,65,4.56,72.6,48.82,72.6,0,1
1/19/2009 13:08,65.7,65,4.65,72.5,48.61,72.5,0,1
1/19/2009 13:09,65.7,65,4.41,72.5,48.29,72.5,0,1
1/19/2009 13:10,65.59,65,4.5,72.6,48.51,72.6,0,1
1/19/2009 13:11,65.7,65,4.48,72.6,48.82,72.6,0,1
1/19/2009 13:12,65.16,65,4.44,72.6,48.51,72.6,0,1
1/19/2009 13:13,64.94,65,4.49,72.6,47.87,72.6,0,1
1/19/2009 13:14,64.62,65,4.44,72.71,48.82,72.71,0,1
1/19/2009 13:15,64.84,65,4.39,72.5,48.51,72.5,0,1
1/19/2009 13:16,64.84,65,4.45,72.39,48.19,72.39,0,1
1/19/2009 13:17,64.62,65,4.43,72.5,48.4,72.5,0,1
1/19/2009 13:18,64.84,65,4.3,72.6,48.82,72.6,0,1
1/19/2009 13:19,64.62,65,4.12,72.5,48.4,72.5,0,1
1/19/2009 13:20,64.4,65,4.04,72.5,48.19,72.5,0,1
1/19/2009 13:21,64.73,65,3.94,72.29,48.4,72.29,0,1
1/19/2009 13:22,64.94,65,3.94,72.6,48.08,72.6,0,1
1/19/2009 13:23,64.84,65,4.06,72.39,47.55,72.39,0,1
1/19/2009 13:24,64.62,65,3.99,72.5,47.87,72.5,0,1
1/19/2009 13:25,64.62,65,3.99,72.39,47.98,72.39,0,1
1/19/2009 13:26,64.4,65,3.88,72.6,47.66,72.6,0,1
1/19/2009 13:27,64.51,65,3.77,72.39,47.34,72.39,0,1
1/19/2009 13:28,64.62,65,3.73,72.71,47.98,72.71,0,1
1/19/2009 13:29,65.05,65,3.62,72.39,47.66,72.39,0,1
1/19/2009 13:30,64.73,65,3.58,72.5,47.44,72.5,0,1
1/19/2009 13:31,64.84,65,3.56,72.5,48.08,72.5,0,1
1/19/2009 13:32,64.62,65,3.5,72.39,47.98,72.39,0,1
1/19/2009 13:33,64.62,65,3.54,72.5,47.76,72.5,0,1
1/19/2009 13:34,64.62,65,3.45,72.39,47.76,72.39,0,1
1/19/2009 13:35,64.94,65,3.49,72.5,48.29,72.5,0,1
1/19/2009 13:36,65.05,65,3.62,72.6,47.98,72.6,0,1
1/19/2009 13:37,65.05,65,3.53,72.6,47.76,72.6,0,1
1/19/2009 13:38,64.94,65,3.54,72.6,48.4,72.6,0,1
1/19/2009 13:39,64.94,65,3.62,72.81,48.19,72.81,0,1
1/19/2009 13:40,64.73,65,3.54,72.6,47.76,72.6,0,1
1/19/2009 13:41,64.84,65,3.41,72.81,47.87,72.81,0,1
1/19/2009 13:42,65.27,65,3.25,72.5,48.19,72.5,0,1
1/19/2009 13:43,65.16,65,3.16,72.6,47.55,72.6,0,1
1/19/2009 13:44,64.84,65,3.18,72.71,47.55,72.71,0,1
1/19/2009 13:45,64.84,65,3.09,72.6,48.19,72.6,0,1
1/19/2009 13:46,64.84,65,2.91,72.71,47.87,72.71,0,1
1/19/2009 13:47,64.73,65,3.01,72.81,47.55,72.81,0,1
1/19/2009 13:48,65.05,65,3.06,72.71,48.08,72.71,0,1
1/19/2009 13:49,65.27,65,2.95,72.71,48.4,72.71,0,1
1/19/2009 13:50,65.27,65,2.75,72.81,47.98,72.81,0,1
1/19/2009 13:51,65.16,65,2.75,72.81,47.55,72.81,0,1
1/19/2009 13:52,65.16,65,2.71,72.5,47.98,72.5,0,1
1/19/2009 13:53,64.84,65,2.71,72.6,47.87,72.6,0,1
1/19/2009 13:54,64.94,65,2.68,72.6,47.55,72.6,0,1
1/19/2009 13:55,64.73,65,2.72,72.71,47.55,72.71,0,1
1/19/2009 13:56,65.27,65,2.83,72.6,47.66,72.6,0,1
1/19/2009 13:57,65.16,65,2.81,72.81,47.44,72.81,0,1
1/19/2009 13:58,64.94,65,2.87,72.6,47.23,72.6,0,1
1/19/2009 13:59,64.84,65,2.67,72.6,47.66,72.6,0,1
1/19/2009 14:00,64.73,65,2.79,72.5,47.66,72.5,0,1
1/19/2009 14:01,64.62,65,3.03,72.6,47.34,72.6,0,1
1/19/2009 14:02,64.62,65,3.12,72.6,47.55,72.6,0,1
1/19/2009 14:03,65.05,65,3,72.6,47.55,72.6,0,1
1/19/2009 14:04,65.05,65,3.18,72.6,47.55,72.6,0,1
1/19/2009 14:05,64.94,65,3.05,72.6,47.34,72.6,0,1
1/19/2009 14:06,64.94,65,2.9,72.6,48.08,72.6,0,1
1/19/2009 14:07,64.94,65,2.91,72.81,47.66,72.81,0,1
1/19/2009 14:08,64.51,65,2.83,72.6,46.91,72.6,0,1
1/19/2009 14:09,64.73,65,2.81,72.5,47.23,72.5,0,1
1/19/2009 14:10,64.84,65,2.88,72.5,47.44,72.5,0,1
1/19/2009 14:11,64.84,65,3.03,72.6,47.34,72.6,0,1
1/19/2009 14:12,64.84,65,2.9,72.81,47.34,72.81,0,1
1/19/2009 14:13,64.73,65,2.75,72.6,47.87,72.6,0,1
1/19/2009 14:14,64.62,65,2.62,72.5,47.55,72.5,0,1
1/19/2009 14:15,64.51,65,2.63,72.5,47.44,72.5,0,1
1/19/2009 14:16,64.84,65,2.82,72.81,47.66,72.81,0,1
1/19/2009 14:17,65.16,65,2.87,72.5,47.76,72.5,0,1
1/19/2009 14:18,64.94,65,2.75,72.92,47.55,72.92,0,1
1/19/2009 14:19,64.94,65,2.67,72.6,47.34,72.6,0,1
1/19/2009 14:20,64.84,65,2.71,72.6,48.08,72.6,0,1
1/19/2009 14:21,64.73,65,2.66,72.5,47.66,72.5,0,1
1/19/2009 14:22,64.51,65,2.64,72.71,47.13,72.71,0,1
1/19/2009 14:23,64.51,65,2.54,72.81,47.44,72.81,0,1
1/19/2009 14:24,64.94,65,2.49,72.5,47.44,72.5,0,1
1/19/2009 14:25,64.84,65,2.67,72.6,47.02,72.6,0,1
1/19/2009 14:26,64.94,65,2.62,72.6,46.81,72.6,0,1
1/19/2009 14:27,64.62,65,2.66,72.6,47.66,72.6,0,1
1/19/2009 14:28,64.51,65,2.71,72.81,47.34,72.81,0,1
1/19/2009 14:29,64.62,65,2.83,72.5,47.02,72.5,0,1
1/19/2009 14:30,64.51,65,2.97,72.6,47.66,72.6,0,1
1/19/2009 14:31,64.94,65,2.9,72.71,47.66,72.71,0,1
1/19/2009 14:32,65.16,65,2.82,72.6,47.13,72.6,0,1
1/19/2009 14:33,64.84,65,2.85,72.6,47.34,72.6,0,1
1/19/2009 14:34,65.05,65,2.83,72.6,47.98,72.6,0,1
1/19/2009 14:35,64.73,65,2.7,72.71,47.66,72.71,0,1
1/19/2009 14:36,64.51,65,2.72,72.71,47.34,72.71,0,1
1/19/2009 14:37,64.94,65,2.62,72.71,48.08,72.71,0,1
1/19/2009 14:38,65.16,65,2.51,72.71,47.87,72.71,0,1
1/19/2009 14:39,65.16,65,2.48,72.92,47.34,72.92,0,1
1/19/2009 14:40,64.94,65,2.59,72.71,47.34,72.71,0,1
1/19/2009 14:41,64.94,65,2.72,72.92,47.87,72.92,0,1
1/19/2009 14:42,64.84,65,2.59,72.71,47.44,72.71,0,1
1/19/2009 14:43,64.62,65,2.51,72.71,47.23,72.71,0,1
1/19/2009 14:44,64.73,65,2.59,72.71,47.66,72.71,0,1
1/19/2009 14:45,65.16,65,2.67,72.71,47.76,72.71,0,1
1/19/2009 14:46,65.37,65,2.79,72.71,47.34,72.71,0,1
1/19/2009 14:47,64.94,65,2.75,72.71,47.13,72.71,0,1
1/19/2009 14:48,64.94,65,2.75,72.71,47.76,72.71,0,1
1/19/2009 14:49,64.94,65,2.81,72.71,47.44,72.71,0,1
1/19/2009 14:50,64.51,65,2.75,72.71,47.23,72.71,0,1
1/19/2009 14:51,64.84,65,2.86,72.81,47.87,72.81,0,1
1/19/2009 14:52,65.16,65,2.95,72.81,47.98,72.81,0,1
1/19/2009 14:53,65.37,65,3.03,72.81,47.55,72.81,0,1
1/19/2009 14:54,64.94,65,2.81,72.81,47.44,72.81,0,1
1/19/2009 14:55,64.94,65,2.72,72.92,48.08,72.92,0,1
1/19/2009 14:56,64.84,65,2.68,72.81,47.98,72.81,0,1
1/19/2009 14:57,64.94,65,2.49,72.92,47.66,72.92,0,1
1/19/2009 14:58,64.94,65,2.44,72.81,48.08,72.81,0,1
1/19/2009 14:59,65.37,65,2.38,72.81,48.08,72.81,0,1
1/19/2009 15:00,65.27,65,2.38,72.81,47.66,72.81,0,1
1/19/2009 15:01,65.05,65,2.35,72.81,47.76,72.81,0,1
1/19/2009 15:02,65.27,65,2.46,72.81,48.19,72.81,0,1
1/19/2009 15:03,64.94,65,2.61,72.81,47.87,72.81,0,1
1/19/2009 15:04,64.84,65,2.66,72.81,47.55,72.81,0,1
1/19/2009 15:05,65.05,65,2.78,73.13,48.51,73.13,0,1
1/19/2009 15:06,65.37,65,2.94,73.13,48.29,73.13,0,1
1/19/2009 15:07,65.48,65,3.06,73.02,47.66,73.02,0,1
1/19/2009 15:08,65.16,65,3.12,73.13,47.87,73.13,0,1
1/19/2009 15:09,65.05,65,3.09,72.92,48.08,72.92,0,1
1/19/2009 15:10,65.16,65,2.9,72.81,47.66,72.81,0,1
1/19/2009 15:11,64.84,65,2.81,72.81,47.44,72.81,0,1
1/19/2009 15:12,65.16,65,2.7,72.81,48.19,72.81,0,1
1/19/2009 15:13,65.16,65,2.53,72.81,47.87,72.81,0,1
1/19/2009 15:14,65.05,65,2.57,72.71,47.23,72.71,0,1
1/19/2009 15:15,64.94,65,2.55,72.71,47.34,72.71,0,1
1/19/2009 15:16,64.84,65,2.49,72.81,47.76,72.81,0,1
1/19/2009 15:17,64.62,65,2.44,72.81,47.02,72.81,0,1
1/19/2009 15:18,64.4,65,2.37,72.81,46.81,72.81,0,1
1/19/2009 15:19,64.84,65,2.26,72.71,47.23,72.71,0,1
1/19/2009 15:20,64.73,65,2.21,72.92,47.02,72.92,0,1
1/19/2009 15:21,64.51,65,2.22,72.81,46.6,72.81,0,1
1/19/2009 15:22,64.4,65,2.21,73.02,47.13,73.02,0,1
1/19/2009 15:23,64.4,65,2.34,72.71,47.55,72.71,0,1
1/19/2009 15:24,64.3,65,2.35,72.71,47.23,72.71,0,1
1/19/2009 15:25,64.3,65,2.1,72.71,47.34,72.71,0,1
1/19/2009 15:26,64.62,65,1.96,72.92,48.08,72.92,0,1
1/19/2009 15:27,64.94,65,1.96,72.71,47.55,72.71,0,1
1/19/2009 15:28,64.84,65,2.06,72.71,47.02,72.71,0,1
1/19/2009 15:29,65.05,65,1.94,72.92,47.66,72.92,0,1
1/19/2009 15:30,64.84,65,2.01,72.81,47.66,72.81,0,1
1/19/2009 15:31,64.62,65,2.15,72.71,47.13,72.71,0,1
1/19/2009 15:32,64.84,65,2.21,72.71,47.13,72.71,0,1
1/19/2009 15:33,64.84,65,2.24,72.92,47.66,72.92,0,1
1/19/2009 15:34,65.37,65,2.33,73.02,47.98,73.02,0,1
1/19/2009 15:35,66.02,65,2.26,72.92,48.29,72.92,0,1
1/19/2009 15:36,66.23,65,2.35,72.81,48.51,72.81,0,1
1/19/2009 15:37,66.56,65,2.21,73.13,48.72,73.13,0,1
1/19/2009 15:38,67.1,65,2.38,73.02,48.51,73.02,0,1
1/19/2009 15:39,66.99,65,2.62,73.13,48.61,73.13,0,1
1/19/2009 15:40,67.2,65,2.78,72.92,48.4,72.92,0,1
1/19/2009 15:41,67.2,65,2.64,73.23,48.29,73.23,0,1
1/19/2009 15:42,66.99,65,2.85,73.02,48.4,73.02,0,1
1/19/2009 15:43,67.1,65,2.94,73.23,48.51,73.23,0,1
1/19/2009 15:44,66.45,65,3.06,73.23,48.72,73.23,0,1
1/19/2009 15:45,64.84,65,3.03,73.13,48.72,73.13,0,1
1/19/2009 15:46,62.68,65,3,72.92,48.29,72.92,0,1
1/19/2009 15:47,61.61,65,3.05,72.71,48.19,72.71,0,1
1/19/2009 15:48,61.71,65,2.66,72.5,47.98,72.5,0,1
1/19/2009 15:49,62.47,65,2.63,72.71,48.08,72.71,0,1
1/19/2009 15:50,63.76,65,2.58,72.39,48.08,72.39,0,1
1/19/2009 15:51,64.62,65,2.44,72.5,48.29,72.5,0,1
1/19/2009 15:52,65.05,65,2.26,72.92,48.29,72.92,0,1
1/19/2009 15:53,65.48,65,2.33,72.71,48.19,72.71,0,1
1/19/2009 15:54,66.02,65,2.3,72.71,48.08,72.71,0,1
1/19/2009 15:55,66.02,65,2.22,72.81,48.19,72.81,0,1
1/19/2009 15:56,66.34,65,2.24,72.6,48.08,72.6,0,1
1/19/2009 15:57,66.23,65,2.35,72.92,48.4,72.92,0,1
1/19/2009 15:58,66.34,65,2.31,72.92,47.98,72.92,0,1
1/19/2009 15:59,66.56,65,2.37,72.81,47.76,72.81,0,1
1/19/2009 16:00,66.56,65,2.42,73.02,47.98,73.02,0,1
1/19/2009 16:01,66.23,65,2.44,73.02,48.4,73.02,0,1
1/19/2009 16:02,66.56,65,2.18,72.81,48.61,72.81,0,1
1/19/2009 16:03,66.34,65,2.01,72.81,48.61,72.81,0,1
1/19/2009 16:04,65.59,65,1.94,72.81,48.72,72.81,0,1
1/19/2009 16:05,63.87,65,1.81,72.71,48.51,72.71,0,1
1/19/2009 16:06,61.93,65,1.58,72.6,47.98,72.6,0,1
1/19/2009 16:07,61.61,65,1.55,72.5,47.98,72.5,0,1
1/19/2009 16:08,62.47,65,1.58,72.29,47.98,72.29,0,1
1/19/2009 16:09,63.44,65,1.58,72.39,47.76,72.39,0,1
1/19/2009 16:10,64.4,65,1.55,72.5,47.44,72.5,0,1
1/19/2009 16:11,64.84,65,1.66,72.6,47.76,72.6,0,1
1/19/2009 16:12,65.27,65,1.65,72.71,48.08,72.71,0,1
1/19/2009 16:13,65.59,65,1.61,72.71,48.29,72.71,0,1
1/19/2009 16:14,65.91,65,1.61,72.71,48.29,72.71,0,1
1/19/2009 16:15,66.23,65,1.88,72.71,48.19,72.71,0,1
1/19/2009 16:16,66.13,65,1.94,72.81,48.29,72.81,0,1
1/19/2009 16:17,66.23,65,1.88,73.02,48.61,73.02,0,1
1/19/2009 16:18,66.34,65,1.83,72.81,48.61,72.81,0,1
1/19/2009 16:19,66.45,65,1.82,73.02,48.29,73.02,0,1
1/19/2009 16:20,66.66,65,1.8,72.81,47.98,72.81,0,1
1/19/2009 16:21,66.56,65,1.73,72.92,48.19,72.92,0,1
1/19/2009 16:22,65.8,65,1.68,72.92,48.29,72.92,0,1
1/19/2009 16:23,63.87,65,1.63,72.81,48.4,72.81,0,1
1/19/2009 16:24,62.14,65,1.63,72.71,47.98,72.71,0,1
1/19/2009 16:25,61.61,65,1.61,72.71,48.08,72.71,0,1
1/19/2009 16:26,62.47,65,1.62,72.39,47.87,72.39,0,1
1/19/2009 16:27,63.22,65,1.58,72.39,47.76,72.39,0,1
1/19/2009 16:28,63.97,65,1.58,72.71,48.19,72.71,0,1
1/19/2009 16:29,64.73,65,1.62,72.5,48.08,72.5,0,1
1/19/2009 16:30,65.37,65,1.54,72.71,48.29,72.71,0,1
1/19/2009 16:31,65.59,65,1.58,72.6,48.29,72.6,0,1
1/19/2009 16:32,65.91,65,1.51,72.92,48.4,72.92,0,1
1/19/2009 16:33,66.02,65,1.48,72.6,48.08,72.6,0,1
1/19/2009 16:34,66.13,65,1.37,72.6,48.29,72.6,0,1
1/19/2009 16:35,66.13,65,1.23,72.6,48.29,72.6,0,1
1/19/2009 16:36,66.34,65,1.24,72.71,48.4,72.71,0,1
1/19/2009 16:37,66.45,65,1.27,72.71,48.29,72.71,0,1
1/19/2009 16:38,66.66,65,1.26,72.81,48.08,72.81,0,1
1/19/2009 16:39,66.45,65,1.22,72.92,47.98,72.92,0,1
1/19/2009 16:40,66.02,65,1.34,72.92,47.66,72.92,0,1
1/19/2009 16:41,64.73,65,1.41,72.81,47.76,72.81,0,1
1/19/2009 16:42,62.9,65,1.35,72.81,47.76,72.81,0,1
1/19/2009 16:43,62.04,65,1.32,72.92,48.08,72.92,0,1
1/19/2009 16:44,62.57,65,1.26,72.71,47.98,72.71,0,1
1/19/2009 16:45,63.54,65,1.34,72.5,48.08,72.5,0,1
1/19/2009 16:46,64.3,65,1.46,72.5,47.98,72.5,0,1
