Datetime,AHU: Supply Air Temperature,AHU: Supply Air Temperature Set Point,Zone Air Temperature,AHU: Outdoor Air Temperature,Zone Air Temperature.1,AHU: Mixed Air Temperature,AHU: Return Air Temperature,AHU: Cooling Coil Valve Control Signal,Occupancy Mode Indicator,Supply Air Volume,Q_fan,Q_chill,Q_total,Q_vav,Total
5/05/2009 11:46,54.83,55,72.6,61.94,72.6,64.21,72.6,0.28,1,36.58,45.725,101.07,0.147,0.02801,0.17501
5/05/2009 11:47,54.72,55,72.81,62.2,72.81,64.63,72.81,0.28,1,35.94,44.925,104.91,0.15,0.02975,0.17975
5/05/2009 11:48,55.04,55,72.71,62.32,72.71,64.84,72.71,0.28,1,36.79,45.9875,106.2,0.152,0.02937,0.18137
5/05/2009 11:49,54.93,55,72.81,62.51,72.81,64.95,72.81,0.28,1,36.36,45.45,107.31,0.153,0.03009,0.18309
5/05/2009 11:50,55.04,55,72.71,62.24,72.71,65.06,72.71,0.29,1,36.79,45.9875,108.58,0.155,0.02937,0.18437
5/05/2009 11:51,55.15,55,72.81,61.83,72.81,64.84,72.81,0.29,1,36.81,46.0125,105.06,0.151,0.03047,0.18147
5/05/2009 11:52,55.04,55,72.71,61.47,72.71,64.74,72.71,0.29,1,36.79,45.9875,105.11,0.151,0.02937,0.18037
5/05/2009 11:53,55.15,55,72.81,61.19,72.81,64.84,72.81,0.29,1,36.81,46.0125,105.06,0.151,0.03047,0.18147
5/05/2009 11:54,54.93,55,72.6,61.26,72.6,64.53,72.6,0.29,1,36.79,45.9875,104.03,0.15,0.02817,0.17817
5/05/2009 11:55,55.04,55,72.71,61.62,72.71,64.42,72.71,0.28,1,36.79,45.9875,101.65,0.148,0.02937,0.17737
5/05/2009 11:56,54.93,55,72.6,61.69,72.6,64.53,72.6,0.28,1,36.79,45.9875,104.03,0.15,0.02817,0.17817
5/05/2009 11:57,54.93,55,72.6,61.5,72.6,64.74,72.6,0.28,1,36.79,45.9875,106.31,0.152,0.02817,0.18017
5/05/2009 11:58,55.04,55,72.71,61.71,72.71,64.74,72.71,0.28,1,36.79,45.9875,105.11,0.151,0.02937,0.18037
5/05/2009 11:59,55.04,55,72.81,62.08,72.81,64.95,72.81,0.29,1,36.58,45.725,106.78,0.153,0.03028,0.18328
5/05/2009 12:00,55.15,55,72.81,61.85,72.81,65.16,72.81,0.29,1,36.81,46.0125,108.53,0.155,0.03047,0.18547
5/05/2009 12:01,55.04,55,72.5,62.18,72.5,64.95,72.5,0.29,1,37.23,46.5375,108.67,0.155,0.02742,0.18242
5/05/2009 12:02,55.04,55,72.08,62.36,72.08,64.95,72.08,0.29,1,38.15,47.6875,111.36,0.159,0.02337,0.18237
5/05/2009 12:03,55.04,55,72.08,62.55,72.08,64.84,72.08,0.29,1,38.15,47.6875,110.12,0.158,0.02337,0.18137
5/05/2009 12:04,55.15,55,71.66,62.85,71.66,65.06,71.66,0.29,1,39.38,49.225,114.95,0.164,0.01925,0.18325
5/05/2009 12:05,55.04,55,71.45,62.74,71.45,64.95,71.45,0.29,1,39.62,49.525,115.65,0.165,0.01692,0.18192
5/05/2009 12:06,54.93,55,71.45,62.69,71.45,65.06,71.45,0.29,1,39.35,49.1875,117.41,0.167,0.01681,0.18381
5/05/2009 12:07,55.04,55,71.02,62.78,71.02,65.16,71.02,0.29,1,40.68,50.85,121.26,0.172,0.01222,0.18422
5/05/2009 12:08,55.04,55,71.02,62.91,71.02,65.16,71.02,0.29,1,40.68,50.85,121.26,0.172,0.01222,0.18422
5/05/2009 12:09,54.93,55,71.24,62.79,71.24,65.27,71.24,0.29,1,39.86,49.825,121.4,0.171,0.01456,0.18556
5/05/2009 12:10,54.72,55,71.02,62.97,71.02,65.16,71.02,0.29,1,39.88,49.85,122.63,0.172,0.01198,0.18398
5/05/2009 12:11,54.29,55,71.13,63.09,71.13,65.27,71.13,0.27,1,38.6,48.25,124.84,0.173,0.01285,0.18585
5/05/2009 12:12,53.64,55,71.45,62.81,71.45,65.48,71.45,0.25,1,36.5,45.625,127.29,0.173,0.01559,0.18859
5/05/2009 12:13,53.21,55,71.45,62.73,71.45,65.48,71.45,0.22,1,35.64,44.55,128.81,0.173,0.01522,0.18822
5/05/2009 12:14,53.1,55,71.76,62.61,71.76,65.59,71.76,0.19,1,34.84,43.55,128.17,0.172,0.01806,0.19006
5/05/2009 12:15,53.21,55,71.76,62.47,71.76,65.69,71.76,0.18,1,35.05,43.8125,128.84,0.173,0.01817,0.19117
5/05/2009 12:16,53.64,55,71.76,62.79,71.76,65.59,71.76,0.17,1,35.88,44.85,126.29,0.171,0.0186,0.1896
5/05/2009 12:17,54.29,55,71.76,62.78,71.76,65.48,71.76,0.17,1,37.21,46.5125,122.64,0.169,0.01929,0.18829
5/05/2009 12:18,54.72,55,71.87,62.94,71.87,65.59,71.87,0.17,1,37.91,47.3875,121.38,0.169,0.02088,0.18988
5/05/2009 12:19,54.93,55,71.87,63.06,71.87,65.59,71.87,0.18,1,38.38,47.975,120.51,0.168,0.02114,0.18914
5/05/2009 12:20,55.15,55,71.87,63.06,71.87,65.48,71.87,0.18,1,38.88,48.6,118.3,0.167,0.02142,0.18842
5/05/2009 12:21,55.26,55,71.87,63.1,71.87,65.59,71.87,0.19,1,39.14,48.925,119.09,0.168,0.02156,0.18956
5/05/2009 12:22,55.36,55,71.97,62.91,71.97,65.69,71.97,0.19,1,39.14,48.925,119.09,0.168,0.02271,0.19071
5/05/2009 12:23,55.47,55,71.97,62.66,71.97,65.59,71.97,0.2,1,39.4,49.25,117.44,0.167,0.02286,0.18986
5/05/2009 12:24,55.47,55,72.08,62.44,72.08,65.69,72.08,0.21,1,39.14,48.925,117.82,0.167,0.02398,0.19098
5/05/2009 12:25,55.79,55,71.97,62.99,71.97,65.48,71.97,0.22,1,40.18,50.225,114.68,0.165,0.02331,0.18831
5/05/2009 12:26,55.69,55,71.97,63.31,71.97,65.69,71.97,0.22,1,39.93,49.9125,117.61,0.168,0.02317,0.19117
5/05/2009 12:27,55.9,55,72.08,62.91,72.08,65.8,72.08,0.24,1,40.18,50.225,117.17,0.167,0.02462,0.19162
5/05/2009 12:28,55.9,55,72.18,62.87,72.18,65.8,72.18,0.25,1,39.93,49.9125,116.44,0.166,0.02564,0.19164
5/05/2009 12:29,56.01,55,72.08,62.88,72.08,65.69,72.08,0.26,1,40.45,50.5625,115.33,0.166,0.02478,0.19078
5/05/2009 12:30,56.12,55,72.08,63.16,72.08,65.69,72.08,0.28,1,40.73,50.9125,114.81,0.166,0.02495,0.19095
5/05/2009 12:31,55.69,55,72.08,63.24,72.08,65.69,72.08,0.28,1,39.66,49.575,116.82,0.166,0.0243,0.1903
5/05/2009 12:32,55.47,55,72.08,63.66,72.08,65.8,72.08,0.28,1,39.14,48.925,119.09,0.168,0.02398,0.19198
5/05/2009 12:33,55.26,55,72.08,63.39,72.08,65.91,72.08,0.28,1,38.65,48.3125,121.24,0.17,0.02368,0.19368
5/05/2009 12:34,55.04,55,71.97,63.48,71.97,65.8,71.97,0.28,1,38.4,48,121.7,0.17,0.02228,0.19228
5/05/2009 12:35,54.93,55,71.97,63.57,71.97,65.91,71.97,0.28,1,38.15,47.6875,123.38,0.171,0.02214,0.19314
5/05/2009 12:36,54.93,55,72.08,63.66,72.08,65.8,72.08,0.28,1,37.91,47.3875,121.38,0.169,0.02323,0.19223
5/05/2009 12:37,55.04,55,71.97,63.44,71.97,65.48,71.97,0.27,1,38.4,48,118.08,0.166,0.02228,0.18828
5/05/2009 12:38,54.93,55,71.87,63.63,71.87,65.37,71.87,0.27,1,38.38,47.975,118.02,0.166,0.02114,0.18714
5/05/2009 12:39,54.93,55,71.87,63.15,71.87,65.48,71.87,0.27,1,38.38,47.975,119.27,0.167,0.02114,0.18814
5/05/2009 12:40,54.93,55,71.97,62.9,71.97,65.48,71.97,0.28,1,38.15,47.6875,118.55,0.166,0.02214,0.18814
5/05/2009 12:41,54.93,55,71.87,62.97,71.87,65.69,71.87,0.27,1,38.38,47.975,121.64,0.17,0.02114,0.19114
5/05/2009 12:42,55.04,55,71.87,63.09,71.87,65.69,71.87,0.28,1,38.63,48.2875,121.18,0.169,0.02128,0.19028
5/05/2009 12:43,55.04,55,71.87,63.39,71.87,65.8,71.87,0.28,1,38.63,48.2875,122.43,0.171,0.02128,0.19228
5/05/2009 12:44,55.15,55,71.97,64.03,71.97,66.01,71.97,0.28,1,38.65,48.3125,123.63,0.172,0.02243,0.19443
5/05/2009 12:45,55.26,55,71.87,64.39,71.87,66.33,71.87,0.28,1,39.14,48.925,127.62,0.177,0.02156,0.19856
5/05/2009 12:46,55.26,55,71.87,64.17,71.87,66.44,71.87,0.29,1,39.14,48.925,128.89,0.178,0.02156,0.19956
5/05/2009 12:47,55.36,55,71.76,63.97,71.76,66.33,71.76,0.29,1,39.64,49.55,128.08,0.178,0.02055,0.19855
5/05/2009 12:48,55.15,55,71.87,63.97,71.87,66.65,71.87,0.29,1,38.88,48.6,131.7,0.18,0.02142,0.20142
5/05/2009 12:49,55.15,55,71.87,63.73,71.87,66.54,71.87,0.29,1,38.88,48.6,130.44,0.179,0.02142,0.20042
5/05/2009 12:50,55.26,55,71.87,63.39,71.87,66.54,71.87,0.3,1,39.14,48.925,130.04,0.179,0.02156,0.20056
5/05/2009 12:51,55.15,55,71.76,63.16,71.76,66.65,71.76,0.29,1,39.14,48.925,132.58,0.182,0.02029,0.20229
5/05/2009 12:52,55.15,55,71.76,63.1,71.76,66.65,71.76,0.29,1,39.14,48.925,132.58,0.182,0.02029,0.20229
5/05/2009 12:53,55.04,55,71.66,63.35,71.66,66.54,71.66,0.3,1,39.12,48.9,132.51,0.181,0.01913,0.20013
5/05/2009 12:54,54.93,55,71.76,63.14,71.76,66.54,71.76,0.29,1,38.63,48.2875,132.1,0.18,0.02003,0.20003
5/05/2009 12:55,54.83,55,71.76,63.25,71.76,66.65,71.76,0.29,1,38.4,48,133.69,0.182,0.01991,0.20191
5/05/2009 12:56,54.72,55,71.76,63.42,71.76,66.75,71.76,0.29,1,38.15,47.6875,135.18,0.183,0.01978,0.20278
5/05/2009 12:57,54.83,55,71.76,63.3,71.76,66.75,71.76,0.28,1,38.4,48,134.82,0.183,0.01991,0.20291
5/05/2009 12:58,54.61,55,71.66,63.26,71.66,66.75,71.66,0.28,1,38.13,47.6625,136.35,0.184,0.01864,0.20264
5/05/2009 12:59,54.61,55,71.66,63.2,71.66,66.65,71.66,0.27,1,38.13,47.6625,135.22,0.183,0.01864,0.20164
5/05/2009 13:00,54.61,55,71.76,62.94,71.76,66.97,71.76,0.27,1,37.91,47.3875,138.02,0.185,0.01965,0.20465
5/05/2009 13:01,54.61,55,71.55,63.16,71.55,66.65,71.55,0.26,1,38.38,47.975,136.11,0.184,0.01752,0.20152
5/05/2009 13:02,54.61,55,71.66,63.43,71.66,66.75,71.66,0.26,1,38.13,47.6625,136.35,0.184,0.01864,0.20264
5/05/2009 13:03,54.5,55,71.55,63.58,71.55,66.65,71.55,0.25,1,38.13,47.6625,136.46,0.184,0.01741,0.20141
5/05/2009 13:04,54.39,55,71.55,63.77,71.55,66.75,71.55,0.25,1,37.88,47.35,137.91,0.185,0.01729,0.20229
5/05/2009 13:05,54.5,55,71.66,63.81,71.66,66.86,71.66,0.24,1,37.88,47.35,137.91,0.185,0.01852,0.20352
5/05/2009 13:06,54.39,55,71.76,63.47,71.76,66.97,71.76,0.23,1,37.43,46.7875,138.69,0.185,0.0194,0.2044
5/05/2009 13:07,54.39,55,71.66,63.44,71.66,66.86,71.66,0.22,1,37.64,47.05,138.25,0.185,0.0184,0.2034
5/05/2009 13:08,54.39,55,71.76,63.38,71.76,66.86,71.76,0.22,1,37.43,46.7875,137.48,0.184,0.0194,0.2034
5/05/2009 13:09,54.39,55,71.66,63.33,71.66,66.75,71.66,0.21,1,37.64,47.05,137.03,0.184,0.0184,0.2024
5/05/2009 13:10,54.39,55,71.55,63.29,71.55,66.65,71.55,0.2,1,37.88,47.35,136.79,0.184,0.01729,0.20129
5/05/2009 13:11,54.5,55,71.66,63.59,71.66,66.65,71.66,0.2,1,37.88,47.35,135.56,0.183,0.01852,0.20152
5/05/2009 13:12,54.72,55,71.66,63.71,71.66,66.97,71.66,0.2,1,38.38,47.975,138.48,0.186,0.01877,0.20477
5/05/2009 13:13,54.83,55,71.66,63.96,71.66,66.86,71.66,0.2,1,38.63,48.2875,136.88,0.185,0.01889,0.20389
5/05/2009 13:14,54.93,55,71.55,64.05,71.55,66.97,71.55,0.2,1,39.12,48.9,138.73,0.188,0.01786,0.20586
5/05/2009 13:15,55.04,55,71.76,64.03,71.76,67.07,71.76,0.2,1,38.88,48.6,137.77,0.186,0.02016,0.20616
5/05/2009 13:16,55.04,55,71.87,64,71.87,67.07,71.87,0.2,1,38.63,48.2875,136.88,0.185,0.02128,0.20628
5/05/2009 13:17,54.93,55,71.66,63.6,71.66,66.86,71.66,0.2,1,38.86,48.575,136.55,0.185,0.019,0.204
5/05/2009 13:18,55.15,55,71.76,63.64,71.76,67.07,71.76,0.21,1,39.14,48.925,137.42,0.186,0.02029,0.20629
5/05/2009 13:19,55.04,55,71.66,63.55,71.66,66.86,71.66,0.21,1,39.12,48.9,136.2,0.185,0.01913,0.20413
5/05/2009 13:20,55.04,55,71.66,63.67,71.66,66.65,71.66,0.21,1,39.12,48.9,133.78,0.183,0.01913,0.20213
5/05/2009 13:21,54.93,55,71.87,63.79,71.87,66.44,71.87,0.2,1,38.38,47.975,130.12,0.178,0.02114,0.19914
5/05/2009 13:22,54.93,55,71.76,63.83,71.76,66.44,71.76,0.2,1,38.63,48.2875,130.97,0.179,0.02003,0.19903
5/05/2009 13:23,54.93,55,71.66,64.09,71.66,66.65,71.66,0.2,1,38.86,48.575,134.15,0.183,0.019,0.202
5/05/2009 13:24,54.93,55,71.87,64.43,71.87,66.97,71.87,0.2,1,38.38,47.975,136.11,0.184,0.02114,0.20514
5/05/2009 13:25,55.04,55,71.76,64.34,71.76,66.86,71.76,0.2,1,38.88,48.6,135.36,0.184,0.02016,0.20416
5/05/2009 13:26,54.93,55,71.76,64.63,71.76,67.07,71.76,0.2,1,38.63,48.2875,138.13,0.186,0.02003,0.20603
5/05/2009 13:27,54.93,55,71.76,64.34,71.76,67.07,71.76,0.2,1,38.63,48.2875,138.13,0.186,0.02003,0.20603
5/05/2009 13:28,54.93,55,71.97,64.38,71.97,67.28,71.97,0.2,1,38.15,47.6875,138.78,0.186,0.02214,0.20814
5/05/2009 13:29,54.93,55,71.76,64.36,71.76,66.97,71.76,0.2,1,38.63,48.2875,137,0.185,0.02003,0.20503
5/05/2009 13:30,54.93,55,71.66,64.08,71.66,66.86,71.66,0.2,1,38.86,48.575,136.55,0.185,0.019,0.204
5/05/2009 13:31,54.93,55,71.87,64.08,71.87,66.97,71.87,0.2,1,38.38,47.975,136.11,0.184,0.02114,0.20514
5/05/2009 13:32,55.04,55,71.76,64.12,71.76,67.07,71.76,0.2,1,38.88,48.6,137.77,0.186,0.02016,0.20616
5/05/2009 13:33,55.04,55,71.87,64.52,71.87,67.18,71.87,0.19,1,38.63,48.2875,138.13,0.186,0.02128,0.20728
5/05/2009 13:34,55.04,55,71.87,64.3,71.87,67.18,71.87,0.2,1,38.63,48.2875,138.13,0.186,0.02128,0.20728
5/05/2009 13:35,55.04,55,71.87,64.09,71.87,66.97,71.87,0.2,1,38.63,48.2875,135.74,0.184,0.02128,0.20528
5/05/2009 13:36,55.04,55,71.76,64.12,71.76,66.75,71.76,0.2,1,38.88,48.6,134.1,0.183,0.02016,0.20316
5/05/2009 13:37,55.15,55,71.97,64.5,71.97,66.97,71.97,0.2,1,38.65,48.3125,134.56,0.183,0.02243,0.20543
5/05/2009 13:38,55.15,55,71.87,64.79,71.87,67.18,71.87,0.21,1,38.88,48.6,137.77,0.186,0.02142,0.20742
5/05/2009 13:39,55.15,55,71.87,64.75,71.87,67.5,71.87,0.21,1,38.88,48.6,141.43,0.19,0.02142,0.21142
5/05/2009 13:40,55.15,55,71.97,64.67,71.97,67.71,71.97,0.21,1,38.65,48.3125,142.99,0.191,0.02243,0.21343
5/05/2009 13:41,55.36,55,71.97,64.85,71.97,67.71,71.97,0.22,1,39.14,48.925,142.38,0.191,0.02271,0.21371
5/05/2009 13:42,55.36,55,71.97,64.64,71.97,67.71,71.97,0.22,1,39.14,48.925,142.38,0.191,0.02271,0.21371
5/05/2009 13:43,55.26,55,72.08,64.67,72.08,67.71,72.08,0.22,1,38.65,48.3125,141.73,0.19,0.02368,0.21368
5/05/2009 13:44,55.15,55,71.87,64.51,71.87,67.6,71.87,0.22,1,38.88,48.6,142.58,0.191,0.02142,0.21242
5/05/2009 13:45,55.15,55,71.87,64.59,71.87,67.71,71.87,0.22,1,38.88,48.6,143.84,0.192,0.02142,0.21342
5/05/2009 13:46,55.26,55,71.87,64.93,71.87,67.92,71.87,0.23,1,39.14,48.925,145.95,0.195,0.02156,0.21656
5/05/2009 13:47,55.36,55,71.97,64.95,71.97,68.24,71.97,0.23,1,39.14,48.925,148.49,0.197,0.02271,0.21971
5/05/2009 13:48,55.26,55,71.97,65.2,71.97,68.13,71.97,0.23,1,38.91,48.6375,147.5,0.196,0.02258,0.21858
5/05/2009 13:49,55.36,55,71.97,65.28,71.97,68.13,71.97,0.24,1,39.14,48.925,147.22,0.196,0.02271,0.21871
5/05/2009 13:50,55.36,55,71.87,64.92,71.87,68.13,71.87,0.24,1,39.38,49.225,148.12,0.197,0.02169,0.21869
5/05/2009 13:51,55.36,55,71.97,64.82,71.97,68.24,71.97,0.24,1,39.14,48.925,148.49,0.197,0.02271,0.21971
5/05/2009 13:52,55.26,55,72.18,64.79,72.18,68.24,72.18,0.25,1,38.42,48.025,146.89,0.195,0.02467,0.21967
5/05/2009 13:53,55.26,55,71.97,64.64,71.97,68.24,71.97,0.25,1,38.91,48.6375,148.76,0.197,0.02258,0.21958
5/05/2009 13:54,55.36,55,71.97,64.84,71.97,68.03,71.97,0.26,1,39.14,48.925,146.07,0.195,0.02271,0.21771
5/05/2009 13:55,55.26,55,71.97,65,71.97,68.24,71.97,0.26,1,38.91,48.6375,148.76,0.197,0.02258,0.21958
5/05/2009 13:56,55.36,55,72.08,65.24,72.08,68.24,72.08,0.27,1,38.88,48.6,147.5,0.196,0.02382,0.21982
5/05/2009 13:57,55.36,55,71.97,65.4,71.97,68.13,71.97,0.27,1,39.14,48.925,147.22,0.196,0.02271,0.21871
5/05/2009 13:58,55.36,55,71.97,65.59,71.97,68.13,71.97,0.27,1,39.14,48.925,147.22,0.196,0.02271,0.21871
5/05/2009 13:59,55.36,55,71.97,65.61,71.97,68.24,71.97,0.28,1,39.14,48.925,148.49,0.197,0.02271,0.21971
5/05/2009 14:00,55.15,55,72.08,65.43,72.08,68.35,72.08,0.28,1,38.4,48,149.3,0.197,0.02353,0.22053
5/05/2009 14:01,55.26,55,72.18,65.17,72.18,68.45,72.18,0.28,1,38.42,48.025,149.27,0.197,0.02467,0.22167
5/05/2009 14:02,55.15,55,72.29,65.22,72.29,68.56,72.29,0.28,1,37.93,47.4125,149.82,0.197,0.02558,0.22258
5/05/2009 14:03,55.15,55,72.71,65.13,72.71,68.45,72.71,0.28,1,37.02,46.275,145.03,0.191,0.02955,0.22055
5/05/2009 14:04,54.93,55,73.13,65.02,73.13,68.35,73.13,0.28,1,35.72,44.65,141.2,0.186,0.03293,0.21893
5/05/2009 14:05,55.04,55,73.23,64.93,73.23,68.03,73.23,0.28,1,35.74,44.675,136.75,0.181,0.034,0.215
5/05/2009 14:06,54.93,55,73.34,65.09,73.34,67.92,73.34,0.28,1,35.31,44.1375,135.1,0.179,0.03474,0.21374
5/05/2009 14:07,55.15,55,73.44,65.74,73.44,67.92,73.44,0.28,1,35.54,44.425,133.68,0.178,0.03601,0.21401
5/05/2009 14:08,55.26,55,73.65,65.6,73.65,68.45,73.65,0.29,1,35.35,44.1875,137.34,0.182,0.038,0.22
5/05/2009 14:09,55.36,55,73.55,65.19,73.55,68.45,73.55,0.29,1,35.74,44.675,137.8,0.182,0.03737,0.21937
5/05/2009 14:10,55.36,55,73.65,65.36,73.65,68.35,73.65,0.3,1,35.54,44.425,135.98,0.18,0.03821,0.21821
5/05/2009 14:11,55.36,55,73.76,65.22,73.76,68.45,73.76,0.3,1,35.33,44.1625,136.22,0.18,0.03913,0.21913
5/05/2009 14:12,55.26,55,73.76,65.07,73.76,68.66,73.76,0.3,1,35.14,43.925,138.7,0.183,0.03892,0.22192
5/05/2009 14:13,55.26,55,73.55,65.24,73.55,68.66,73.55,0.31,1,35.54,44.425,140.27,0.185,0.03716,0.22216
5/05/2009 14:14,55.04,55,73.55,65.81,73.55,68.66,73.55,0.3,1,35.12,43.9,140.89,0.185,0.03672,0.22172
5/05/2009 14:15,55.26,55,73.76,65.99,73.76,69.09,73.76,0.31,1,35.14,43.925,143.15,0.187,0.03892,0.22592
5/05/2009 14:16,55.15,55,73.65,66.07,73.65,69.09,73.65,0.31,1,35.14,43.925,144.29,0.188,0.03778,0.22578
5/05/2009 14:17,55.15,55,73.55,66.46,73.55,69.19,73.55,0.31,1,35.33,44.1625,146.11,0.19,0.03694,0.22694
5/05/2009 14:18,55.26,55,73.65,66.35,73.65,69.51,73.65,0.32,1,35.35,44.1875,148.38,0.193,0.038,0.231
5/05/2009 14:19,55.15,55,73.55,66.22,73.55,69.51,73.55,0.32,1,35.33,44.1625,149.44,0.194,0.03694,0.23094
5/05/2009 14:20,55.36,55,73.55,66.24,73.55,69.62,73.55,0.32,1,35.74,44.675,150.12,0.195,0.03737,0.23237
5/05/2009 14:21,55.15,55,73.55,65.87,73.55,69.51,73.55,0.32,1,35.33,44.1625,149.44,0.194,0.03694,0.23094
5/05/2009 14:22,55.15,55,73.55,65.95,73.55,69.3,73.55,0.32,1,35.33,44.1625,147.25,0.191,0.03694,0.22794
5/05/2009 14:23,55.15,55,73.34,66.27,73.34,69.41,73.34,0.32,1,35.74,44.675,150.12,0.195,0.03516,0.23016
5/05/2009 14:24,55.04,55,73.34,66.23,73.34,69.51,73.34,0.32,1,35.52,44.4,151.39,0.196,0.03494,0.23094
5/05/2009 14:25,55.15,55,73.34,66.22,73.34,69.41,73.34,0.33,1,35.74,44.675,150.12,0.195,0.03516,0.23016
5/05/2009 14:26,55.15,55,73.34,66.12,73.34,69.3,73.34,0.33,1,35.74,44.675,148.96,0.194,0.03516,0.22916
5/05/2009 14:27,55.15,55,73.34,66.35,73.34,69.19,73.34,0.33,1,35.74,44.675,147.8,0.192,0.03516,0.22716
5/05/2009 14:28,55.15,55,73.34,66.47,73.34,69.41,73.34,0.33,1,35.74,44.675,150.12,0.195,0.03516,0.23016
5/05/2009 14:29,55.04,55,73.23,66.73,73.23,69.41,73.23,0.33,1,35.74,44.675,151.28,0.196,0.034,0.23
5/05/2009 14:30,55.04,55,73.23,66.8,73.23,69.62,73.23,0.33,1,35.74,44.675,153.49,0.198,0.034,0.232
5/05/2009 14:31,55.15,55,73.02,66.76,73.02,69.72,73.02,0.34,1,36.38,45.475,156.13,0.202,0.03236,0.23436
5/05/2009 14:32,55.15,55,73.02,66.16,73.02,69.72,73.02,0.34,1,36.38,45.475,156.13,0.202,0.03236,0.23436
5/05/2009 14:33,55.26,55,72.92,65.98,72.92,69.51,72.92,0.34,1,36.81,46.0125,154.5,0.201,0.03166,0.23266
5/05/2009 14:34,55.15,55,73.02,66.24,73.02,69.62,73.02,0.34,1,36.38,45.475,155.06,0.201,0.03236,0.23336
5/05/2009 14:35,55.15,55,73.02,66.51,73.02,69.62,73.02,0.34,1,36.38,45.475,155.06,0.201,0.03236,0.23336
5/05/2009 14:36,55.15,55,73.02,66.71,73.02,69.41,73.02,0.34,1,36.38,45.475,152.81,0.198,0.03236,0.23036
5/05/2009 14:37,55.15,55,73.13,66.94,73.13,69.41,73.13,0.35,1,36.16,45.2,151.88,0.197,0.03334,0.23034
5/05/2009 14:38,55.26,55,73.02,66.61,73.02,69.72,73.02,0.34,1,36.61,45.7625,155.93,0.202,0.03257,0.23457
5/05/2009 14:39,55.26,55,73.02,66.37,73.02,69.3,73.02,0.35,1,36.61,45.7625,151.4,0.197,0.03257,0.22957
5/05/2009 14:40,55.15,55,72.92,66.37,72.92,68.77,72.92,0.35,1,36.58,45.725,146.75,0.192,0.03146,0.22346
5/05/2009 14:41,54.93,55,72.71,66,72.71,68.88,72.71,0.35,1,36.56,45.7,150.22,0.196,0.02918,0.22518
5/05/2009 14:42,54.93,55,72.71,66.01,72.71,68.88,72.71,0.35,1,36.56,45.7,150.22,0.196,0.02918,0.22518
5/05/2009 14:43,54.83,55,72.71,65.9,72.71,68.56,72.71,0.34,1,36.36,45.45,147.05,0.193,0.02902,0.22202
5/05/2009 14:44,54.83,55,72.71,66.29,72.71,68.45,72.71,0.34,1,36.36,45.45,145.87,0.191,0.02902,0.22002
5/05/2009 14:45,54.93,55,72.5,66.82,72.5,68.88,72.5,0.34,1,37,46.25,152.03,0.198,0.02725,0.22525
5/05/2009 14:46,55.04,55,72.6,67.47,72.6,69.3,72.6,0.35,1,37.02,46.275,155.49,0.202,0.02835,0.23035
5/05/2009 14:47,55.26,55,72.6,67.65,72.6,69.72,72.6,0.35,1,37.49,46.8625,159.68,0.207,0.02871,0.23571
5/05/2009 14:48,55.47,55,72.81,67.54,72.81,70.04,72.81,0.36,1,37.49,46.8625,160.89,0.208,0.03103,0.23903
5/05/2009 14:49,55.47,55,72.81,67.03,72.81,69.51,72.81,0.36,1,37.49,46.8625,155.04,0.202,0.03103,0.23303
5/05/2009 14:50,55.04,55,72.81,66.8,72.81,69.09,72.81,0.36,1,36.58,45.725,151.38,0.197,0.03028,0.22728
5/05/2009 14:51,54.93,55,72.71,67.01,72.71,68.98,72.71,0.36,1,36.56,45.7,151.3,0.197,0.02918,0.22618
5/05/2009 14:52,54.83,55,72.71,67.14,72.71,69.19,72.71,0.35,1,36.36,45.45,153.79,0.199,0.02902,0.22802
5/05/2009 14:53,55.15,55,72.5,67.01,72.5,69.41,72.5,0.36,1,37.47,46.8375,157.38,0.204,0.02759,0.23159
5/05/2009 14:54,55.15,55,72.5,66.82,72.5,69.51,72.5,0.36,1,37.47,46.8375,158.49,0.205,0.02759,0.23259
5/05/2009 14:55,55.15,55,72.6,67.09,72.6,69.41,72.6,0.36,1,37.26,46.575,156.5,0.203,0.02853,0.23153
5/05/2009 14:56,55.15,55,72.6,66.82,72.6,69.41,72.6,0.37,1,37.26,46.575,156.5,0.203,0.02853,0.23153
5/05/2009 14:57,55.15,55,72.5,66.53,72.5,68.98,72.5,0.37,1,37.47,46.8375,152.64,0.199,0.02759,0.22659
5/05/2009 14:58,55.04,55,72.39,66.73,72.39,68.77,72.39,0.37,1,37.47,46.8375,151.53,0.198,0.02638,0.22438
5/05/2009 14:59,54.93,55,72.6,66.94,72.6,69.19,72.6,0.36,1,36.79,45.9875,154.53,0.201,0.02817,0.22917
5/05/2009 15:00,55.15,55,72.5,66.75,72.5,69.09,72.5,0.37,1,37.47,46.8375,153.85,0.201,0.02759,0.22859
5/05/2009 15:01,55.15,55,72.29,66.69,72.29,69.3,72.29,0.37,1,37.93,47.4125,158.09,0.206,0.02558,0.23158
5/05/2009 15:02,55.15,55,72.39,67.1,72.39,69.62,72.39,0.37,1,37.71,47.1375,160.72,0.208,0.02655,0.23455
5/05/2009 15:03,55.26,55,72.29,67.34,72.29,69.51,72.29,0.38,1,38.17,47.7125,160.21,0.208,0.02575,0.23375
5/05/2009 15:04,55.15,55,72.6,67.57,72.6,69.51,72.6,0.38,1,37.26,46.575,157.6,0.204,0.02853,0.23253
